http://dbpedia.org/resource/Acenocoumarol	Acenocoumarol	9052	DB01418	I6WP63U32H	152-72-7		Oral	http://dbpedia.org/resource/Liver	Acenocoumarol is an anticoagulant that functions as a vitamin K antagonist. It is a derivative of coumarin and is marketed under the brand names Sintrom and Sinthrome.
http://dbpedia.org/resource/Acetazolamide	Acetazolamide	1986	DB00819	O3FX965V0I	59-66-5		Oral, IV	None	Acetazolamide, sold under the trade name Diamox, is a carbonic anhydrase inhibitor that is used to treat glaucoma, epileptic seizures, Idiopathic intracranial hypertension (pseudotumor cerebri), altitude sickness, cystinuria, periodic paralysis, central sleep apnea and dural ectasia. Acetazolamide is available as a generic drug and is also a diuretic.
http://dbpedia.org/resource/Aciclovir	Aciclovir	2022	DB00787	X4HES1O11F	59277-89-3		Intravenous, oral, topical	Viral thymidine kinase	Aciclovir or acyclovir, chemical name acycloguanosine, abbreviated as ACV, is a guanosine analogue antiviral drug, marketed under trade names such as Cyclovir, Herpex, Acivir, Acivirax, Zovirax, Zoral, and Xovir. One of the most commonly used antiviral drugs, it is primarily used for the treatment of herpes simplex virus infections, as well as in the treatment of varicella zoster (chickenpox) and herpes zoster (shingles).
http://dbpedia.org/resource/Adenosine	Adenosine	60961	DB00640	K72T3FS567	58-61-7		Intravenous, injection	Rapidly converted to inosine and adenosine monophosphate	Adenosine (ADO) is a purine nucleoside comprising a molecule of adenine attached to a ribose sugar molecule moiety via a Î²-N9-glycosidic bond. Adenosine plays an important role in biochemical processes, such as energy transferâ€”as adenosine triphosphate (ATP) and adenosine diphosphate (ADP)â€”as well as in signal transduction as cyclic adenosine monophosphate, cAMP. It is also an inhibitory neurotransmitter, believed to play a role in promoting sleep and suppressing arousal, with levels increasing in the brain with each hour an organism is awake.
http://dbpedia.org/resource/Alprazolam	Alprazolam	2118	DB00404	YU55MQ3IZY	28981-97-7		Oral	Hepatic, via Cytochrome P450 3A4	Alprazolam /Ã¦lËˆprÃ¦zÉ™lÃ¦m/ (trade name Xanax, available among other generic names) is a short-acting anxiolytic of the benzodiazepine class of psychoactive drugs. Alprazolam, like other benzodiazepines, binds to specific sites on the GABAA gamma-amino-butyric acid receptor. Alprazolam is commonly used and FDA approved for the medical treatment of panic disorder, and anxiety disorders, such as generalized anxiety disorder (GAD) or social anxiety disorder (SAD). Alprazolam is available for oral administration in compressed tablet (CT) and extended-release capsule (XR) formulations. Alprazolam possesses anxiolytic, sedative, hypnotic, skeletal muscle relaxant, anticonvulsant, and amnestic properties. Alprazolam has a fast onset of action and symptomatic relief. Ninety percent of peak benefits are achieved within the first hour (although onset may begin at 8â€“25 minutes of ingestion) of using either preparation for panic disorder, and full peak benefits are achieved in 1.5 and 1.6 hours respectively. Peak benefits achieved for generalized anxiety disorder (GAD) may take up to a week. Tolerance to the anxiolytic/antipanic effects is controversial with some authoritative sources reporting the development of tolerance, and others reporting no development of tolerance; tolerance will however, develop to the sedative effects within a couple of days. Withdrawal symptoms or rebound symptoms may occur after ceasing treatment abruptly following a few weeks or longer of steady dosing, and may necessitate a gradual dose reduction. Alprazolam is the most prescribed and the most misused benzodiazepine on the U.S. retail market. The potential for abuse among those taking it for medical reasons is controversial with some expert reviews stating that the risk is low and similar to that of other benzodiazepine drugs and others stating that there is a substantial risk of abuse and dependence in both patients and non-medical users of alprazolam and that the pharmacological properties of alprazolam, high affinity binding, high potency, having a short elimination half-life as well as a rapid onset of action increase the abuse potential of alprazolam. Compared to the large number of prescriptions, relatively few individuals increase their dose on their own initiative or engage in drug-seeking behavior. Alprazolam is classified as a schedule IV controlled substance by the U.S. Drug Enforcement Administration (DEA).
http://dbpedia.org/resource/Amantadine	Amantadine	2130	DB00915	BF4C9Z1J53	768-94-5		oral	negligible	Amantadine (trade name Symmetrel, by Endo Pharmaceuticals) is a drug that has US Food and Drug Administration approval for use both as an antiviral and an antiparkinsonian drug. It is the organic compound 1-adamantylamine or 1-aminoadamantane, meaning it consists of an adamantane backbone that has an amino group substituted at one of the four methyne positions. Rimantadine is a closely related derivative of adamantane with similar biological properties. Apart from medical uses, this compound is useful as a building block, allowing the insertion of an adamantyl group. According to the US Centers for Disease Control and Prevention, 100% of seasonal H3N2 and 2009 pandemic flu samples tested have shown resistance to adamantanes, and amantadine is no longer recommended for treatment of influenza in the United States. Additionally, its effectiveness as an antiparkinsonian drug is controversial, with a 2003 Cochrane Review concluding that it was ineffective for this purpose.
http://dbpedia.org/resource/Amiodarone	Amiodarone	2157	DB01118	N3RQ532IUT	1951-25-3		oral or intravenous	http://dbpedia.org/resource/Liver	Amiodarone (sold under the brand name Nexterone by Baxter Healthcare Corporation) is an antiarrhythmic agent used for various types of cardiac dysrhythmias, both ventricular and atrial. It was discovered in 1961. Despite relatively common side-effects, it is used in arrhythmias that are otherwise difficult to treat with medication.
http://dbpedia.org/resource/Ampicillin	Ampicillin	6249	DB00415	7C782967RD	69-53-4		Oral, intravenous	12	Ampicillin is a beta-lactam antibiotic that is part of the aminopenicillin family and is roughly equivalent to its successor, amoxicillin in terms of spectrum and level of activity. It can sometimes result in reactions that range in severity from a rash (in the case of patients that may unwittingly have mononucleosis) to potentially lethal allergic reactions such as anaphylaxis. However, as with other penicillin drugs, it is relatively non-toxic and adverse effects of a serious nature are encountered only rarely.
http://dbpedia.org/resource/Biperiden	Biperiden	2381	DB00810	0FRP6G56LD	514-65-8		Oral, IM, IV	http://dbpedia.org/resource/Hydroxylation	Biperiden is an antiparkinsonian agent of the anticholinergic type. The original brand name, which still exists and is manufactured by BASF/Knoll Pharma, is Akineton. Generics are available worldwide.
http://dbpedia.org/resource/Biperiden	Biperiden	2381	DB00810	0FRP6G56LD	514-65-8		Oral, IM, IV	http://dbpedia.org/resource/Liver	Biperiden is an antiparkinsonian agent of the anticholinergic type. The original brand name, which still exists and is manufactured by BASF/Knoll Pharma, is Akineton. Generics are available worldwide.
http://dbpedia.org/resource/Bisoprolol	Bisoprolol	2405	DB00612	Y41JS2NL6U	66722-44-9		oral	50	Bisoprolol is a drug belonging to the group of beta blockers, a class of drugs used primarily in cardiovascular diseases. More specifically, it is a selective type Î²1 adrenergic receptor blocker. The FDA approved Duramed Pharmaceutical's application for Zebeta Oral Tablets (Bisoprolol Fumarate) as a new molecular entity on July 31, 1992. It has since been approved by the FDA for manufacture by Teva, Mylan, Sandoz, and Mutual Pharmaceutical Company.
http://dbpedia.org/resource/Bromazepam	Bromazepam	2441	DB01558	X015L14V0O	1812-30-2		Oral	http://dbpedia.org/resource/Liver	Bromazepam (marketed under several brand names, including Lectopam, Lexotan, Lexilium, Lexaurin, Brazepam, Rekotnil, Bromaze and Lexotanil) is a benzodiazepine derivative drug, patented by Roche in 1963 and developed clinically in the 1970s. It has mainly anxiolytic properties and at higher doses also sedative, hypnotic and skeletal muscle relaxant properties.
http://dbpedia.org/resource/Budesonide	Budesonide	40000	DB01222	Q3OKS62Q6X	51333-22-3		Oral, Nasal, tracheal, rectal	Hepatic CYP3A4	Budesonide is a glucocorticoid steroid for the treatment of asthma and non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis. In addition, it is used for Crohn's disease. It is marketed by AstraZeneca as a nasal inhalant under the brand name Rhinocort (in Denmark, as Rhinosol), as an oral inhalant under the brand name Pulmicort (in Israel, Budicort), and as either an enema or a modified-release oral capsule under the brand name Entocort. It is also sold in combination with formoterol (Oxis) in a single inhaler, under the brand name Symbicort. In Brazil it is marketed by Eurofarma under the brand name Noex. Entocort EC is an oral capsule marketed in the United States by Prometheus Laboratories. A new formulation has been approved by the FDA for ulcerative colitis.
http://dbpedia.org/resource/Buspirone	Buspirone	2477	DB00490	TK65WKS8HL	36505-84-7		Oral	Hepatic	Buspirone, trade name Buspar, is an anxiolytic psychoactive drug of the azapirone chemical class and is primarily used to treat generalized anxiety disorder (GAD). In 1986, Bristol-Myers Squibb (BMS) gained Food and Drug Administration (FDA) approval for buspirone in the treatment of GAD. The BMS patent placed on buspirone expired in 2001 and buspirone is now available as a generic drug.
http://dbpedia.org/resource/Calcitriol	Calcitriol	134070	DB00136	FXC9231JVH	32222-06-3		Oral, IV, topical	http://dbpedia.org/resource/Kidney	Calcitriol, also called 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3, is the hormonally active form of vitamin D with three hydroxyl groups (abbreviated 1,25-2D3 or simply 1,252D), which was identified by Michael F. Holick. It increases the level of calcium (Ca) in the blood by (1) increasing the uptake of calcium from the gut into the blood, and (2) possibly increasing the release of calcium into the blood from bone.
http://dbpedia.org/resource/Candesartan	Candesartan	2541	DB00796	S8Q36MD2XX	139481-59-7		oral	Candesartan cilexetil: intestinal wall; candesartan: hepatic	Candesartan is an angiotensin II receptor antagonist used mainly for the treatment of hypertension. The prodrug candesartan cilexetil is marketed by AstraZeneca and Takeda Pharmaceuticals, commonly under the trade names Blopress, Atacand, Amias, and Ratacand.
http://dbpedia.org/resource/Captopril	Captopril	44093	DB01197	9G64RSX1XD	62571-86-2		oral	http://dbpedia.org/resource/Liver	Captopril is an angiotensin-converting enzyme inhibitor used for the treatment of hypertension and some types of congestive heart failure. Captopril was the first ACE inhibitor developed and was considered a breakthrough both because of its novel mechanism of action and also because of the revolutionary development process. Captopril is commonly marketed by Bristol-Myers Squibb under the trade name Capoten.
http://dbpedia.org/resource/Carbachol	Carbachol	5831	DB00411	8Y164V895Y	51-83-2		Tablet, liquid, eye drops	?	Carbachol (Carbastat, Carboptic, Isopto Carbachol, Miostat), also known as carbamylcholine, is a cholinomimetic drug that binds and activates the acetylcholine receptor. Thus it is classified as a cholinergic agonist. It is primarily used for various ophthalmic purposes, such as for treating glaucoma, or for use during ophthalmic surgery. It is generally administered as an ophthalmic solution.
http://dbpedia.org/resource/Carfentanil	Carfentanil	62156	DB01535	LA9DTA2L8F	59708-52-0		Oral	?	Carfentanil or carfentanyl (R-33799) is an analogue of the popular synthetic opioid analgesic fentanyl, and is one of the most potent opioids known (also the most potent opioid used commercially). Carfentanil was first synthesized in 1974 by a team of chemists at Janssen Pharmaceutica which included Paul Janssen. It has a quantitative potency approximately 10,000 times that of morphine and 100 times that of fentanyl, with activity in humans starting at about 1 microgram. It is marketed under the trade name Wildnil as a general anaesthetic agent for large animals. Carfentanil is intended for animal use only as its extreme potency makes it inappropriate for use in humans. Currently sufentanil, approximately 10â€“20 times less potent (500 to 1000 times the efficacy of morphine per weight) than carfentanil, is the maximum strength fentanyl analog for use in humans.
http://dbpedia.org/resource/Carvedilol	Carvedilol	2585	DB01136	0K47UL67F2	72956-09-3		Oral	Liver	Carvedilol is a nonselective beta blocker/alpha-1 blocker indicated in the treatment of mild to severe congestive heart failure (CHF). It is marketed under various trade names including Carvil, Coreg, Dilatrend, Eucardic, and Carloc as a generic drug (as of September 5, 2007 in the U.S. ), and as a controlled-release formulation, marketed in the US as Coreg CR. Carvedilol was discovered by Robert R. Ruffolo, Jr. It has had a significant role in the treatment of congestive heart failure.
http://dbpedia.org/resource/Ceftriaxone	Ceftriaxone	5479530	DB01212	75J73V1629	73384-59-5		http://dbpedia.org/resource/Intramuscular_injection	Negligible	Ceftriaxone is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. In most cases, it is considered to be equivalent to cefotaxime in terms of safety and efficacy. Ceftriaxone sodium is marketed by Hoffmann-La Roche under the trade name Rocephin.
http://dbpedia.org/resource/Ceftriaxone	Ceftriaxone	5479530	DB01212	75J73V1629	73384-59-5		http://dbpedia.org/resource/Intravenous_therapy	Negligible	Ceftriaxone is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. In most cases, it is considered to be equivalent to cefotaxime in terms of safety and efficacy. Ceftriaxone sodium is marketed by Hoffmann-La Roche under the trade name Rocephin.
http://dbpedia.org/resource/Cetirizine	Cetirizine	2678	DB00341	YO7261ME24	83881-51-0		Oral	Excreted mainly unchanged	Cetirizine, a second-generation antihistamine, is a major metabolite of hydroxyzine, and a racemic selective H1 receptor inverse agonist used in the treatment of allergies, hay fever, angioedema, and urticaria.
http://dbpedia.org/resource/Ciclosporin	Ciclosporin	5284373	DB00091	83HN0GTJ6D	59865-13-3		Oral, IV, ophthalmic	http://dbpedia.org/resource/Liver	Ciclosporin, cyclosporine, cyclosporin (former BAN), or cyclosporin A (often shortened to CsA) is an immunosuppressant drug widely used in organ transplantation to prevent rejection. It reduces the activity of the immune system by interfering with the activity and growth of T cells. It was initially isolated from the fungus Tolypocladium inflatum (Beauveria nivea), found in a soil sample obtained in 1969 from Hardangervidda, Norway by Dr. Hans Peter Frey, a Sandoz biologist. Most peptides are synthesized by ribosomes, but ciclosporin is a cyclic nonribosomal peptide of 11 amino acids and contains a single -amino acid, which are rarely encountered in nature.
http://dbpedia.org/resource/Cimetidine	Cimetidine	2756	DB00501	80061L1WGD	51481-61-9		Oral, parenteral	http://dbpedia.org/resource/Liver	Cimetidine INN is a histamine H2-receptor antagonist that inhibits stomach acid production. It is largely used in the treatment of heartburn and peptic ulcers. It has been marketed by GlaxoSmithKline (which is selling the brand to Prestige Brands) under the trade name Tagamet (sometimes Tagamet HB or Tagamet HB200). Cimetidine was approved in the UK in 1976 and was approved in the US by the Food and Drug Administration for prescriptions starting January 1, 1979.
http://dbpedia.org/resource/Cinacalcet	Cinacalcet	156419	DB01012	UAZ6V7728S	226256-56-0		Oral	Hepatic	Cinacalcet is a drug that acts as a calcimimetic (i.e. it mimics the action of calcium on tissues) by allosteric activation of the calcium-sensing receptor that is expressed in various human organ tissues. It is sold by Amgen under the trade name Sensipar in North America and Australia and as Mimpara in Europe. Cinacalcet is used to treat secondary hyperparathyroidism, a consequence of having end-stage renal disease. Cinacalcet is also indicated for the treatment of hypercalcemia in patients with parathyroid carcinoma. Clinical trials conducted in the United States by Amgen to determine whether the drug is safe for children were halted by the FDA in February 2013 following the death of a 14-year-old patient.
http://dbpedia.org/resource/Cisplatin	Cisplatin	84691	DB00515	Q20Q21Q62J	15663-27-1		http://dbpedia.org/resource/Intravenous_therapy	56	Cisplatin, cisplatinum, or cis-diamminedichloroplatinum(II) (CDDP) (trade name Cisplatin, brand name Platin marketed by Cadila Healthcare according to FDA Orange Book) is a chemotherapy drug. It was the first member of a class of platinum-containing anti-cancer drugs, which now also includes carboplatin and oxaliplatin. These platinum complexes react in vivo, binding to and causing crosslinking of DNA, which ultimately triggers apoptosis (programmed cell death).
http://dbpedia.org/resource/Clavulanic_acid	Clavulanic acid	5280980	DB00766	23521W1S24	58001-44-8		oral, IV	hepatic	Clavulanic acid is a mechanism-based Î²-lactamase inhibitor combined with penicillin group antibiotics to overcome certain types of antibiotic resistance. It is used to overcome resistance in bacteria that secrete Î²-lactamase, which otherwise inactivates most penicillins. In its most common form, the potassium salt potassium clavulanate is combined with: amoxicillin or ticarcillin. Clavulanic acid is an example of a clavam.
http://dbpedia.org/resource/Clenbuterol	Clenbuterol	2783	DB01407	XTZ6AXU7KN	37148-27-9		oral	sympathetic nervous system	Clenbuterol, marketed as Spiropent and Ventipulmin, is a sympathomimetic amine used by sufferers of breathing disorders as a decongestant and bronchodilator. People with chronic breathing disorders such as asthma use this as a bronchodilator to make breathing easier. It is most commonly available as the hydrochloride salt, clenbuterol hydrochloride.
